,CÓDIGO,REGIÃO,SEXO,PAGAMENTO,TOTAL (R$)
2655,9857,SULDESTE,FEMININO,DÉBITO,4028.33
2656,7504,SUL,FEMININO,DÉBITO,2117.68
2657,6283,SULDESTE,MASCULINO,CRÉDITO,6796.97
2658,6572,SULDESTE,FEMININO,CRÉDITO,8917.74
2659,8380,NORDESTE,MASCULINO,CRÉDITO,7593.16
2660,6942,SULDESTE,MASCULINO,CRÉDITO,760.14
2661,3370,CENTRO-OESTE,MASCULINO,DÉBITO,6731.05
2662,1541,SULDESTE,FEMININO,DÉBITO,5370.42
2663,9893,SUL,MASCULINO,CRÉDITO,4963.57
2664,3849,SULDESTE,MASCULINO,CRÉDITO,3008.63
2665,5382,SULDESTE,FEMININO,CRÉDITO,8948.64
2666,3681,SULDESTE,MASCULINO,CRÉDITO,1528.52
2667,7486,SULDESTE,MASCULINO,DÉBITO,2065.15
2668,4656,SULDESTE,FEMININO,DÉBITO,206.0
2669,5142,SULDESTE,MASCULINO,DÉBITO,5073.78
2670,9966,SULDESTE,MASCULINO,CRÉDITO,278.1
2671,1557,SUL,FEMININO,CRÉDITO,3796.58
2672,7298,CENTRO-OESTE,MASCULINO,CRÉDITO,1369.9
2673,2820,SULDESTE,MASCULINO,DÉBITO,2257.76
2674,1484,SULDESTE,MASCULINO,CRÉDITO,3614.27
2675,8493,SUL,MASCULINO,CRÉDITO,5189.14
2676,1939,SULDESTE,FEMININO,CRÉDITO,4469.17
2677,8150,SULDESTE,MASCULINO,CRÉDITO,1752.03
2678,3680,SULDESTE,MASCULINO,CRÉDITO,8901.26
2679,1282,SUL,MASCULINO,CRÉDITO,4687.53
2680,5095,SULDESTE,MASCULINO,CRÉDITO,6988.55
2681,8400,SULDESTE,MASCULINO,CRÉDITO,9191.72
2682,5042,SULDESTE,MASCULINO,CRÉDITO,7392.31
2683,5679,NORTE,FEMININO,DÉBITO,1384.32
2684,9892,SULDESTE,MASCULINO,CRÉDITO,7797.1
2685,2434,SUL,MASCULINO,CRÉDITO,8122.58
2686,7133,SUL,MASCULINO,CRÉDITO,8488.23
2687,4066,SULDESTE,MASCULINO,DÉBITO,4003.61
2688,5526,SULDESTE,MASCULINO,CRÉDITO,847.69
2689,6005,SULDESTE,MASCULINO,CRÉDITO,1462.6000000000001
2690,4841,SULDESTE,MASCULINO,DÉBITO,2750.1
2691,1249,SULDESTE,FEMININO,DÉBITO,7940.27
2692,8306,SULDESTE,FEMININO,CRÉDITO,2766.58
2693,8684,SULDESTE,FEMININO,CRÉDITO,4979.02
2694,3207,SULDESTE,MASCULINO,CRÉDITO,3241.4100000000003
2695,5955,SUL,FEMININO,CRÉDITO,9935.380000000001
2696,8692,SULDESTE,MASCULINO,DÉBITO,1145.3600000000001
2697,1912,CENTRO-OESTE,FEMININO,CRÉDITO,6730.02
2698,6543,SUL,MASCULINO,CRÉDITO,6250.04
2699,1797,SULDESTE,MASCULINO,CRÉDITO,203.94
2700,2202,SUL,MASCULINO,CRÉDITO,2248.4900000000002
2701,2407,SULDESTE,MASCULINO,DÉBITO,3294.9700000000003
2702,3676,NORDESTE,FEMININO,CRÉDITO,9082.54
2703,7946,NORDESTE,MASCULINO,CRÉDITO,7934.09
2704,7218,SUL,FEMININO,CRÉDITO,8978.51
2705,4974,SULDESTE,MASCULINO,CRÉDITO,4966.66
2706,5925,SULDESTE,FEMININO,CRÉDITO,2297.93
2707,3538,SULDESTE,FEMININO,CRÉDITO,9301.93
2708,6505,SULDESTE,FEMININO,CRÉDITO,5739.16
2709,9511,SULDESTE,MASCULINO,CRÉDITO,1527.49
2710,3859,SULDESTE,MASCULINO,CRÉDITO,6304.63
2711,8164,SULDESTE,MASCULINO,CRÉDITO,3168.28
2712,1452,CENTRO-OESTE,FEMININO,CRÉDITO,10118.720000000001
2713,6200,SULDESTE,MASCULINO,CRÉDITO,405.82
2714,5928,SULDESTE,MASCULINO,CRÉDITO,2357.67
2715,6453,SULDESTE,FEMININO,DÉBITO,332.69
2716,9164,SUL,MASCULINO,CRÉDITO,1802.5
2717,8731,CENTRO-OESTE,FEMININO,CRÉDITO,8393.47
2718,6250,SULDESTE,MASCULINO,CRÉDITO,4725.64
2719,4771,SULDESTE,MASCULINO,CRÉDITO,9596.51
2720,8512,NORTE,MASCULINO,CRÉDITO,861.08
2721,1357,SULDESTE,MASCULINO,CRÉDITO,8738.52
2722,4377,SULDESTE,FEMININO,CRÉDITO,1036.18
2723,3120,SULDESTE,FEMININO,DÉBITO,8527.37
2724,7366,SULDESTE,MASCULINO,DÉBITO,7733.24
2725,5232,SULDESTE,MASCULINO,CRÉDITO,7716.76
2726,2073,SULDESTE,MASCULINO,CRÉDITO,6339.650000000001
2727,9152,SUL,MASCULINO,DÉBITO,1120.64
2728,3302,NORTE,MASCULINO,DÉBITO,2507.02
2729,6135,SULDESTE,MASCULINO,CRÉDITO,3730.6600000000003
2730,5924,SULDESTE,MASCULINO,CRÉDITO,2464.79
2731,8370,SUL,MASCULINO,DÉBITO,5062.45
2732,8206,SULDESTE,MASCULINO,CRÉDITO,9227.77
2733,8312,NORDESTE,MASCULINO,DÉBITO,10224.81
2734,2575,SULDESTE,MASCULINO,CRÉDITO,880.65
2735,9571,SULDESTE,FEMININO,DÉBITO,978.5
2736,8033,SULDESTE,MASCULINO,CRÉDITO,2740.83
2737,7270,SULDESTE,MASCULINO,CRÉDITO,1896.23
2738,4687,SULDESTE,MASCULINO,CRÉDITO,7968.08
2739,5975,SULDESTE,MASCULINO,DÉBITO,5326.13
2740,2131,SULDESTE,FEMININO,CRÉDITO,1946.7
2741,7940,CENTRO-OESTE,MASCULINO,CRÉDITO,7170.860000000001
2742,3677,SUL,MASCULINO,DÉBITO,2542.04
2743,5922,SULDESTE,MASCULINO,CRÉDITO,2488.48
2744,5316,SULDESTE,MASCULINO,CRÉDITO,6822.72
2745,5840,SULDESTE,MASCULINO,DÉBITO,4313.64
2746,5954,SULDESTE,MASCULINO,CRÉDITO,4290.9800000000005
2747,5363,SUL,MASCULINO,CRÉDITO,6281.97
2748,2213,SUL,MASCULINO,DÉBITO,3717.27
2749,9181,SUL,MASCULINO,CRÉDITO,7963.96
2750,5255,SULDESTE,FEMININO,CRÉDITO,900.22
2751,9872,SUL,MASCULINO,CRÉDITO,3589.55
2752,5416,SULDESTE,MASCULINO,CRÉDITO,2270.12
2753,6018,SULDESTE,MASCULINO,CRÉDITO,5854.52
2754,8436,SULDESTE,MASCULINO,CRÉDITO,1622.25
2755,2667,SUL,MASCULINO,CRÉDITO,2489.51
2756,8364,SULDESTE,MASCULINO,CRÉDITO,4309.52
2757,5557,SULDESTE,FEMININO,CRÉDITO,3483.46
2758,3189,SULDESTE,MASCULINO,CRÉDITO,479.98
2759,3284,SUL,FEMININO,CRÉDITO,2837.65
2760,1080,SULDESTE,FEMININO,CRÉDITO,4699.89
2761,8129,NORDESTE,FEMININO,CRÉDITO,3608.09
2762,2225,SULDESTE,MASCULINO,CRÉDITO,7465.4400000000005
2763,6258,SULDESTE,FEMININO,CRÉDITO,489.25
2764,9464,SUL,MASCULINO,CRÉDITO,365.65000000000003
2765,9250,SULDESTE,MASCULINO,CRÉDITO,6053.31
2766,9820,SULDESTE,MASCULINO,DÉBITO,4436.21
2767,3757,SULDESTE,MASCULINO,CRÉDITO,4820.400000000001
2768,9590,SUL,MASCULINO,CRÉDITO,6260.34
2769,3309,SUL,MASCULINO,CRÉDITO,5075.84
2770,6544,SUL,FEMININO,DÉBITO,4427.97
2771,8377,SULDESTE,MASCULINO,DÉBITO,1944.64
2772,5547,SULDESTE,MASCULINO,CRÉDITO,747.78
2773,6067,SULDESTE,MASCULINO,CRÉDITO,5487.84
2774,1215,CENTRO-OESTE,MASCULINO,DÉBITO,1075.32
2775,1145,SULDESTE,MASCULINO,DÉBITO,6212.96
2776,9881,SUL,MASCULINO,CRÉDITO,3171.37
2777,9907,SULDESTE,MASCULINO,CRÉDITO,3449.4700000000003
2778,6713,SULDESTE,MASCULINO,DÉBITO,9261.76
2779,1559,SULDESTE,MASCULINO,DÉBITO,4643.24
2780,5276,SUL,MASCULINO,CRÉDITO,3091.03
2781,1709,SULDESTE,MASCULINO,CRÉDITO,7700.28
2782,2352,SULDESTE,MASCULINO,CRÉDITO,5048.03
2783,9431,SULDESTE,MASCULINO,DÉBITO,3436.08
2784,5337,SULDESTE,MASCULINO,CRÉDITO,4414.58
2785,4581,SULDESTE,FEMININO,DÉBITO,9975.550000000001
2786,7928,SULDESTE,FEMININO,CRÉDITO,276.04
2787,3415,SULDESTE,MASCULINO,CRÉDITO,775.59
2788,7600,SULDESTE,MASCULINO,CRÉDITO,4834.82
2789,1863,SULDESTE,FEMININO,CRÉDITO,1384.32
2790,4650,SULDESTE,MASCULINO,CRÉDITO,4284.8
2791,3462,SULDESTE,MASCULINO,DÉBITO,850.78
2792,7393,SULDESTE,MASCULINO,CRÉDITO,4821.43
2793,5258,SUL,MASCULINO,CRÉDITO,6073.91
2794,4998,SULDESTE,MASCULINO,CRÉDITO,7493.25
2795,5762,SULDESTE,MASCULINO,CRÉDITO,8356.39
2796,4730,SULDESTE,FEMININO,CRÉDITO,9460.550000000001
2797,7704,SULDESTE,MASCULINO,CRÉDITO,4022.15
2798,1115,SULDESTE,MASCULINO,CRÉDITO,2283.51
2799,7232,SUL,MASCULINO,CRÉDITO,3176.52
2800,8437,SULDESTE,MASCULINO,CRÉDITO,5544.49
2801,3646,SULDESTE,MASCULINO,DÉBITO,9403.9
2802,6447,SULDESTE,FEMININO,CRÉDITO,2473.03
2803,4887,NORDESTE,MASCULINO,CRÉDITO,4431.06
2804,1198,SULDESTE,MASCULINO,DÉBITO,10195.970000000001
2805,5728,SULDESTE,MASCULINO,CRÉDITO,6238.71
2806,6268,NORTE,MASCULINO,CRÉDITO,1086.65
2807,4370,SULDESTE,MASCULINO,CRÉDITO,6637.320000000001
2808,1155,SULDESTE,MASCULINO,CRÉDITO,3997.4300000000003
2809,5312,SULDESTE,MASCULINO,CRÉDITO,9829.29
2810,5630,NORDESTE,MASCULINO,CRÉDITO,2297.93
2811,7300,SUL,MASCULINO,CRÉDITO,7978.38
2812,4516,SULDESTE,MASCULINO,CRÉDITO,2234.07
2813,7973,SULDESTE,MASCULINO,CRÉDITO,4070.56
2814,4383,SULDESTE,FEMININO,DÉBITO,1172.14
2815,8903,SULDESTE,MASCULINO,CRÉDITO,3004.51
2816,9009,SUL,MASCULINO,DÉBITO,6259.31
2817,3346,SUL,MASCULINO,CRÉDITO,9483.210000000001
2818,2781,SUL,MASCULINO,DÉBITO,3494.79
2819,3848,SULDESTE,FEMININO,CRÉDITO,8351.24
2820,7512,SULDESTE,MASCULINO,CRÉDITO,5840.1
2821,1488,SULDESTE,MASCULINO,CRÉDITO,6183.09
2822,2546,SULDESTE,MASCULINO,CRÉDITO,6425.14
2823,4101,SULDESTE,MASCULINO,CRÉDITO,7958.81
2824,8372,SUL,MASCULINO,CRÉDITO,6865.9800000000005
2825,7743,NORDESTE,FEMININO,CRÉDITO,9608.87
2826,7751,SULDESTE,MASCULINO,DÉBITO,1516.16
2827,5003,SULDESTE,MASCULINO,DÉBITO,7122.45
2828,5593,SULDESTE,MASCULINO,CRÉDITO,8187.47
2829,7831,SULDESTE,MASCULINO,DÉBITO,6460.16
2830,1659,SUL,FEMININO,CRÉDITO,9160.82
2831,7109,SUL,MASCULINO,DÉBITO,10169.19
2832,3465,SULDESTE,MASCULINO,CRÉDITO,504.7
2833,4855,SULDESTE,MASCULINO,CRÉDITO,9015.59
2834,6506,SUL,MASCULINO,DÉBITO,7310.9400000000005
2835,9450,SULDESTE,FEMININO,DÉBITO,4128.24
2836,1153,SULDESTE,FEMININO,CRÉDITO,7129.66
2837,7593,NORTE,FEMININO,DÉBITO,1902.41
2838,9758,CENTRO-OESTE,MASCULINO,CRÉDITO,9362.7
2839,8698,SULDESTE,MASCULINO,CRÉDITO,9001.17
2840,3436,SULDESTE,MASCULINO,CRÉDITO,4385.74
2841,5026,SUL,MASCULINO,CRÉDITO,9723.2
2842,3267,SULDESTE,MASCULINO,CRÉDITO,2167.12
2843,9245,SULDESTE,MASCULINO,CRÉDITO,2117.68
2844,5913,SULDESTE,MASCULINO,CRÉDITO,9328.710000000001
2845,1576,SULDESTE,MASCULINO,DÉBITO,6053.31
2846,8178,SULDESTE,FEMININO,DÉBITO,2360.76
2847,8641,SULDESTE,MASCULINO,DÉBITO,3187.85
2848,4658,SUL,FEMININO,DÉBITO,9927.14
2849,8945,SULDESTE,MASCULINO,CRÉDITO,726.15
2850,7954,SULDESTE,MASCULINO,CRÉDITO,3399.0
2851,6885,SUL,MASCULINO,CRÉDITO,2320.59
2852,2793,SULDESTE,MASCULINO,DÉBITO,9944.65
2853,4407,SULDESTE,MASCULINO,CRÉDITO,564.44
2854,6052,SUL,MASCULINO,CRÉDITO,6066.7
2855,6562,SULDESTE,MASCULINO,CRÉDITO,7199.7
2856,6137,SULDESTE,MASCULINO,CRÉDITO,2583.2400000000002
2857,9258,SULDESTE,FEMININO,CRÉDITO,8441.880000000001
2858,1848,SULDESTE,FEMININO,CRÉDITO,5374.54
2859,9727,SULDESTE,FEMININO,CRÉDITO,5435.31
2860,9861,SULDESTE,MASCULINO,DÉBITO,5367.33
2861,1431,SULDESTE,MASCULINO,CRÉDITO,3071.46
2862,8670,CENTRO-OESTE,MASCULINO,CRÉDITO,1911.68
2863,7177,SUL,MASCULINO,DÉBITO,10289.7
2864,1276,SULDESTE,MASCULINO,CRÉDITO,6480.76
2865,9613,NORTE,MASCULINO,CRÉDITO,8143.18
2866,4809,SULDESTE,MASCULINO,DÉBITO,9331.800000000001
2867,3334,SULDESTE,MASCULINO,CRÉDITO,9629.47
2868,5174,SULDESTE,MASCULINO,CRÉDITO,4791.56
2869,9647,SULDESTE,MASCULINO,DÉBITO,1053.69
2870,8338,SULDESTE,MASCULINO,CRÉDITO,1474.96
2871,9010,SULDESTE,MASCULINO,DÉBITO,6542.56
2872,1956,SULDESTE,MASCULINO,CRÉDITO,7703.37
2873,7206,SULDESTE,MASCULINO,DÉBITO,8296.65
2874,5586,SULDESTE,MASCULINO,CRÉDITO,9030.01
2875,5047,NORDESTE,MASCULINO,CRÉDITO,10276.31
2876,6936,CENTRO-OESTE,MASCULINO,CRÉDITO,8615.95
2877,8931,SUL,FEMININO,DÉBITO,3205.36
2878,4685,SUL,MASCULINO,CRÉDITO,4043.78
2879,3210,SULDESTE,MASCULINO,CRÉDITO,6129.53
2880,4186,SULDESTE,MASCULINO,DÉBITO,1434.79
2881,4825,SULDESTE,MASCULINO,CRÉDITO,9247.34
2882,4306,SUL,MASCULINO,CRÉDITO,9276.18
2883,1245,SULDESTE,MASCULINO,CRÉDITO,9292.66
2884,5548,SULDESTE,MASCULINO,DÉBITO,196.73000000000002
2885,8169,SULDESTE,MASCULINO,DÉBITO,1274.1100000000001
2886,9706,SULDESTE,MASCULINO,DÉBITO,546.9300000000001
2887,2353,SUL,MASCULINO,CRÉDITO,918.76
2888,8504,SULDESTE,MASCULINO,DÉBITO,5278.75
2889,1691,SULDESTE,MASCULINO,CRÉDITO,5363.21
2890,9740,SULDESTE,MASCULINO,CRÉDITO,2269.09
2891,5973,SULDESTE,MASCULINO,DÉBITO,285.31
2892,5727,SUL,MASCULINO,CRÉDITO,5066.57
2893,1003,NORTE,MASCULINO,CRÉDITO,1317.3700000000001
2894,7699,SUL,MASCULINO,CRÉDITO,9414.2
2895,4416,SULDESTE,MASCULINO,CRÉDITO,2614.14
2896,5329,NORTE,MASCULINO,CRÉDITO,1924.04
2897,2938,NORDESTE,MASCULINO,CRÉDITO,8988.81
2898,4212,SULDESTE,MASCULINO,CRÉDITO,3621.48
2899,9028,SULDESTE,MASCULINO,DÉBITO,5705.17
2900,6599,SULDESTE,MASCULINO,CRÉDITO,8516.04
2901,4199,SULDESTE,MASCULINO,CRÉDITO,9350.34
2902,5864,SULDESTE,MASCULINO,CRÉDITO,5840.1
2903,2714,SUL,MASCULINO,CRÉDITO,5197.38
2904,2161,SULDESTE,MASCULINO,CRÉDITO,9739.68
2905,5245,SULDESTE,MASCULINO,DÉBITO,4637.06
2906,5402,SULDESTE,FEMININO,CRÉDITO,6539.47
2907,8528,SULDESTE,MASCULINO,CRÉDITO,8992.93
2908,4190,SUL,FEMININO,CRÉDITO,5897.78
2909,5494,SULDESTE,MASCULINO,CRÉDITO,4400.16
2910,1592,NORTE,MASCULINO,CRÉDITO,5648.52
2911,9824,SUL,MASCULINO,CRÉDITO,2292.78
2912,6323,SULDESTE,MASCULINO,CRÉDITO,2734.65
2913,7689,SUL,MASCULINO,DÉBITO,1261.75
2914,9856,SULDESTE,FEMININO,CRÉDITO,9443.04
2915,5613,SULDESTE,MASCULINO,DÉBITO,9113.44
2916,7454,SULDESTE,MASCULINO,CRÉDITO,7405.7
2917,4494,SULDESTE,FEMININO,CRÉDITO,9857.1
2918,8639,SUL,FEMININO,DÉBITO,4045.84
2919,9632,SULDESTE,FEMININO,DÉBITO,8415.1
2920,2611,SULDESTE,MASCULINO,CRÉDITO,725.12
2921,8748,SULDESTE,MASCULINO,DÉBITO,8891.99
2922,3305,SUL,FEMININO,CRÉDITO,3141.5
2923,5074,SULDESTE,FEMININO,CRÉDITO,6394.24
2924,9684,SULDESTE,MASCULINO,CRÉDITO,1328.7
2925,1646,SULDESTE,FEMININO,DÉBITO,7800.1900000000005
2926,7051,SULDESTE,MASCULINO,CRÉDITO,9289.57
2927,8817,SULDESTE,MASCULINO,CRÉDITO,2742.89
2928,4027,SUL,MASCULINO,CRÉDITO,516.03
2929,1453,SUL,MASCULINO,CRÉDITO,4863.66
2930,6272,SULDESTE,MASCULINO,CRÉDITO,5740.1900000000005
2931,1653,SULDESTE,FEMININO,CRÉDITO,1189.65
2932,8161,SULDESTE,FEMININO,CRÉDITO,5386.900000000001
2933,1798,SULDESTE,MASCULINO,CRÉDITO,9697.45
2934,3014,SULDESTE,MASCULINO,CRÉDITO,7385.1
2935,9780,SULDESTE,MASCULINO,CRÉDITO,471.74
2936,3485,SULDESTE,MASCULINO,DÉBITO,6268.58
2937,1967,SULDESTE,FEMININO,CRÉDITO,2338.1
2938,6715,SUL,MASCULINO,DÉBITO,3525.69
2939,7282,SUL,FEMININO,DÉBITO,55.620000000000005
2940,6424,SUL,MASCULINO,DÉBITO,9719.08
2941,3635,SULDESTE,FEMININO,CRÉDITO,10224.81
2942,8037,SULDESTE,MASCULINO,CRÉDITO,10259.83
2943,9891,SULDESTE,MASCULINO,CRÉDITO,7344.93
2944,3893,SULDESTE,MASCULINO,CRÉDITO,6463.25
2945,2678,SULDESTE,MASCULINO,CRÉDITO,3867.65
2946,2633,SULDESTE,MASCULINO,CRÉDITO,9852.98
2947,7401,SULDESTE,MASCULINO,CRÉDITO,7122.45
2948,4585,SUL,MASCULINO,CRÉDITO,4296.13
2949,1636,SUL,FEMININO,CRÉDITO,7365.53
2950,4500,NORDESTE,MASCULINO,CRÉDITO,7488.1
2951,6299,SULDESTE,MASCULINO,CRÉDITO,9935.380000000001
2952,5240,SUL,FEMININO,DÉBITO,4203.43
2953,7433,SUL,FEMININO,CRÉDITO,3081.76
2954,6483,NORDESTE,MASCULINO,CRÉDITO,4089.1
2955,7182,SULDESTE,FEMININO,CRÉDITO,5943.1
2956,5688,SULDESTE,FEMININO,CRÉDITO,1152.57
2957,9992,SUL,MASCULINO,CRÉDITO,5747.400000000001
2958,9101,CENTRO-OESTE,MASCULINO,CRÉDITO,5352.91
2959,3792,SUL,MASCULINO,CRÉDITO,143.17000000000002
2960,3877,SUL,MASCULINO,CRÉDITO,6756.8
2961,6026,SUL,FEMININO,CRÉDITO,3113.69
2962,8277,SULDESTE,MASCULINO,CRÉDITO,8850.79
2963,7978,SULDESTE,MASCULINO,CRÉDITO,4617.49
2964,1649,SULDESTE,FEMININO,CRÉDITO,1921.98
2965,5835,SUL,MASCULINO,DÉBITO,7419.09
2966,6029,SULDESTE,MASCULINO,CRÉDITO,1290.5900000000001
2967,3492,CENTRO-OESTE,MASCULINO,CRÉDITO,9160.82
2968,6845,SULDESTE,MASCULINO,DÉBITO,2731.56
2969,2913,SUL,FEMININO,CRÉDITO,8882.72
2970,9834,NORDESTE,FEMININO,DÉBITO,10084.73
2971,5342,CENTRO-OESTE,MASCULINO,CRÉDITO,3593.67
2972,3739,SULDESTE,FEMININO,CRÉDITO,2969.4900000000002
2973,6334,SULDESTE,MASCULINO,DÉBITO,6492.09
2974,3140,SULDESTE,MASCULINO,DÉBITO,5456.9400000000005
2975,9446,SULDESTE,FEMININO,CRÉDITO,4401.1900000000005
2976,6165,SUL,MASCULINO,DÉBITO,1527.49
2977,9373,SULDESTE,MASCULINO,CRÉDITO,7309.91
2978,9108,SULDESTE,MASCULINO,CRÉDITO,9970.4
2979,9417,SUL,MASCULINO,CRÉDITO,149.35
2980,2631,SULDESTE,MASCULINO,CRÉDITO,8782.81
2981,7849,SULDESTE,MASCULINO,CRÉDITO,7790.92
2982,1117,SULDESTE,MASCULINO,CRÉDITO,7322.27
2983,5569,CENTRO-OESTE,MASCULINO,CRÉDITO,5316.860000000001
2984,8960,SULDESTE,MASCULINO,CRÉDITO,4870.87
2985,8883,SULDESTE,MASCULINO,DÉBITO,6669.25
2986,2586,SUL,MASCULINO,CRÉDITO,2827.35
2987,4061,SULDESTE,MASCULINO,CRÉDITO,8509.86
2988,1192,SULDESTE,MASCULINO,DÉBITO,7240.900000000001
2989,2989,SULDESTE,MASCULINO,CRÉDITO,8351.24
2990,8042,CENTRO-OESTE,FEMININO,CRÉDITO,8924.95
2991,5024,SULDESTE,FEMININO,CRÉDITO,4790.53
2992,3260,NORTE,MASCULINO,CRÉDITO,6082.150000000001
2993,3043,SULDESTE,MASCULINO,CRÉDITO,8039.150000000001
2994,7790,NORTE,MASCULINO,DÉBITO,5413.68
2995,5865,CENTRO-OESTE,MASCULINO,CRÉDITO,9504.84
2996,2370,SULDESTE,MASCULINO,DÉBITO,1329.73
2997,5022,SUL,FEMININO,DÉBITO,888.89
2998,5386,SULDESTE,MASCULINO,CRÉDITO,3300.12
2999,7358,SULDESTE,MASCULINO,CRÉDITO,6971.04
3000,4484,SUL,FEMININO,CRÉDITO,5645.43
3001,2857,SUL,MASCULINO,DÉBITO,2319.56
3002,5392,SULDESTE,MASCULINO,CRÉDITO,8097.860000000001
3003,8021,SULDESTE,FEMININO,DÉBITO,2708.9
3004,7137,SUL,MASCULINO,CRÉDITO,7116.27
3005,6071,SUL,MASCULINO,DÉBITO,6302.57
3006,7970,SULDESTE,MASCULINO,CRÉDITO,9936.41
3007,7309,SULDESTE,FEMININO,CRÉDITO,8301.800000000001
3008,8390,SULDESTE,MASCULINO,CRÉDITO,4679.29
3009,8724,SUL,MASCULINO,CRÉDITO,3411.36
3010,1304,SULDESTE,FEMININO,CRÉDITO,3921.21
3011,6065,SULDESTE,FEMININO,CRÉDITO,2870.61
3012,9153,SULDESTE,MASCULINO,CRÉDITO,3946.96
3013,3344,SULDESTE,FEMININO,CRÉDITO,4111.76
3014,9075,SULDESTE,MASCULINO,CRÉDITO,5909.110000000001
3015,5826,SUL,FEMININO,CRÉDITO,8110.22
3016,8779,SULDESTE,MASCULINO,CRÉDITO,4115.88
3017,1328,NORTE,MASCULINO,DÉBITO,7966.02
3018,3897,SULDESTE,MASCULINO,CRÉDITO,6165.58
3019,4231,SULDESTE,MASCULINO,CRÉDITO,7780.62
3020,3927,SULDESTE,MASCULINO,CRÉDITO,1792.2
3021,5872,SULDESTE,FEMININO,DÉBITO,9910.66
3022,8575,SUL,MASCULINO,CRÉDITO,9691.27
3023,3957,SULDESTE,MASCULINO,CRÉDITO,3425.78
3024,9382,SULDESTE,MASCULINO,DÉBITO,5631.01
3025,4050,SULDESTE,FEMININO,CRÉDITO,370.8
3026,1142,SULDESTE,MASCULINO,CRÉDITO,9337.98
3027,5441,SULDESTE,MASCULINO,CRÉDITO,4326.0
3028,9659,CENTRO-OESTE,MASCULINO,DÉBITO,4868.81
3029,8005,SULDESTE,FEMININO,CRÉDITO,1676.8400000000001
3030,8577,SULDESTE,MASCULINO,CRÉDITO,8351.24
3031,9178,SUL,MASCULINO,DÉBITO,7469.56
3032,4762,NORTE,MASCULINO,CRÉDITO,9866.37
3033,1141,SULDESTE,MASCULINO,CRÉDITO,493.37
3034,5866,SULDESTE,FEMININO,CRÉDITO,5261.24
3035,4463,SULDESTE,FEMININO,CRÉDITO,6360.25
3036,3098,SULDESTE,MASCULINO,DÉBITO,2622.38
3037,5759,SULDESTE,MASCULINO,DÉBITO,7459.26
3038,6244,SUL,MASCULINO,CRÉDITO,2095.02
3039,4428,SULDESTE,MASCULINO,CRÉDITO,7164.68
3040,9633,SULDESTE,MASCULINO,CRÉDITO,1911.68
3041,5183,SULDESTE,MASCULINO,CRÉDITO,708.64
3042,1266,SUL,MASCULINO,CRÉDITO,7927.91
3043,2085,SUL,FEMININO,CRÉDITO,103.0
3044,4607,SUL,MASCULINO,CRÉDITO,6346.860000000001
3045,9830,SULDESTE,FEMININO,CRÉDITO,8776.630000000001
3046,3198,SULDESTE,FEMININO,CRÉDITO,236.9
3047,5195,SULDESTE,MASCULINO,DÉBITO,4455.78
3048,3007,SULDESTE,MASCULINO,CRÉDITO,4252.87
3049,6119,SUL,FEMININO,CRÉDITO,3649.29
3050,5915,SULDESTE,FEMININO,CRÉDITO,204.97
3051,9399,SULDESTE,MASCULINO,DÉBITO,9975.550000000001
3052,3836,SULDESTE,MASCULINO,DÉBITO,6828.900000000001
3053,5987,SULDESTE,FEMININO,CRÉDITO,6617.75
3054,8274,SULDESTE,MASCULINO,CRÉDITO,3702.85
3055,6047,SUL,MASCULINO,CRÉDITO,534.57
3056,3960,SUL,MASCULINO,CRÉDITO,638.6
3057,2833,SULDESTE,FEMININO,CRÉDITO,9524.41
3058,1278,NORDESTE,FEMININO,CRÉDITO,9330.77
3059,5930,SULDESTE,MASCULINO,CRÉDITO,6147.04
3060,5033,SULDESTE,FEMININO,DÉBITO,8902.29
3061,1213,SULDESTE,MASCULINO,CRÉDITO,5445.610000000001
3062,2502,SULDESTE,MASCULINO,DÉBITO,7550.93
3063,7240,SULDESTE,MASCULINO,DÉBITO,10021.9
3064,1714,SULDESTE,MASCULINO,CRÉDITO,1036.18
3065,7879,SULDESTE,FEMININO,CRÉDITO,8594.32
3066,6192,SULDESTE,MASCULINO,CRÉDITO,919.7900000000001
3067,5741,SULDESTE,MASCULINO,DÉBITO,7091.55
3068,2395,SULDESTE,FEMININO,CRÉDITO,4934.7300000000005
3069,8038,NORTE,MASCULINO,CRÉDITO,9326.65
3070,2433,SUL,MASCULINO,CRÉDITO,1787.05
3071,7821,SULDESTE,MASCULINO,DÉBITO,5266.39
3072,7684,SULDESTE,MASCULINO,DÉBITO,9575.91
3073,8620,SULDESTE,FEMININO,DÉBITO,5094.38
3074,2221,SULDESTE,MASCULINO,DÉBITO,225.57
3075,2967,SULDESTE,MASCULINO,CRÉDITO,4401.1900000000005
3076,9563,SULDESTE,MASCULINO,CRÉDITO,3656.5
3077,2295,SULDESTE,MASCULINO,DÉBITO,7575.650000000001
3078,2410,SULDESTE,MASCULINO,DÉBITO,3660.62
3079,6212,SUL,MASCULINO,CRÉDITO,2977.73
3080,4264,SULDESTE,MASCULINO,DÉBITO,6543.59
3081,9782,SULDESTE,FEMININO,CRÉDITO,5680.45
3082,9629,SUL,FEMININO,CRÉDITO,3731.69
3083,5789,SUL,FEMININO,CRÉDITO,4611.31
3084,5668,NORDESTE,MASCULINO,DÉBITO,10174.34
3085,4423,NORTE,MASCULINO,CRÉDITO,4989.32
